,Bidirectional,Nr_layers,Layer_size,Regularization,Dropout,Loss,Accuracy
0,False,1,16,0.0,0.0,0.26648542284965515,0.8356086015701294
1,False,1,16,0.0,0.2,0.2665903568267822,0.8325864672660828
2,False,1,16,0.0,0.4,0.2669644355773926,0.8347228169441223
3,False,1,16,0.0,0.6,0.2782011330127716,0.8347228169441223
4,False,1,16,0.0001,0.0,0.27887266874313354,0.8320654630661011
5,False,1,16,0.0001,0.2,0.278601735830307,0.8341496586799622
6,False,1,16,0.0001,0.4,0.30976444482803345,0.8334201574325562
7,False,1,16,0.0001,0.6,0.3367941677570343,0.8336285948753357
8,False,1,16,0.001,0.0,0.2915686666965485,0.8335244059562683
9,False,1,16,0.001,0.2,0.29428982734680176,0.8349311947822571
10,False,1,16,0.001,0.4,0.3155791759490967,0.8354522585868835
11,False,1,16,0.001,0.6,0.3599435389041901,0.8336285948753357
12,False,1,16,0.01,0.0,0.32541611790657043,0.8312838673591614
13,False,1,16,0.01,0.2,0.3639906644821167,0.8306586146354675
14,False,1,16,0.01,0.4,0.4168493449687958,0.8322217464447021
15,False,1,16,0.01,0.6,0.5483587980270386,0.8313359618186951
16,False,1,32,0.0,0.0,0.2663520574569702,0.8356086015701294
17,False,1,32,0.0,0.2,0.2661373615264893,0.833576500415802
18,False,1,32,0.0,0.4,0.2661747932434082,0.833576500415802
19,False,1,32,0.0,0.6,0.26682958006858826,0.8347228169441223
20,False,1,32,0.0001,0.0,0.2756353616714477,0.8318049311637878
21,False,1,32,0.0001,0.2,0.2755204141139984,0.8332638740539551
22,False,1,32,0.0001,0.4,0.2794127762317657,0.8324822783470154
23,False,1,32,0.0001,0.6,0.2883346080780029,0.8325343728065491
24,False,1,32,0.001,0.0,0.2871602475643158,0.8324822783470154
25,False,1,32,0.001,0.2,0.2933505177497864,0.8343580365180969
26,False,1,32,0.001,0.4,0.3025567531585693,0.8324301838874817
27,False,1,32,0.001,0.6,0.3185341954231262,0.8319612145423889
28,False,1,32,0.01,0.0,0.339572548866272,0.8322738409042358
29,False,1,32,0.01,0.2,0.36525434255599976,0.8336285948753357
30,False,1,32,0.01,0.4,0.40262916684150696,0.8325864672660828
31,False,1,32,0.01,0.6,0.475371778011322,0.8336806893348694
32,False,1,64,0.0,0.0,0.26680457592010504,0.8348791003227234
33,False,1,64,0.0,0.2,0.2666565179824829,0.832378089427948
34,False,1,64,0.0,0.4,0.26622796058654785,0.8310754299163818
35,False,1,64,0.0,0.6,0.2666986286640167,0.8313359618186951
36,False,1,64,0.0001,0.0,0.2758001387119293,0.8318049311637878
37,False,1,64,0.0001,0.2,0.2752754390239716,0.8310233354568481
38,False,1,64,0.0001,0.4,0.2779660224914551,0.8318049311637878
39,False,1,64,0.0001,0.6,0.28299766778945923,0.8325864672660828
40,False,1,64,0.001,0.0,0.29092937707901,0.8324822783470154
41,False,1,64,0.001,0.2,0.2902694046497345,0.8327428102493286
