,Bidirectional,Nr_layers,Layer_size,Regularization,Dropout,Loss,Accuracy
0,False,1,16,0.0,0.0,0.4086732566356659,0.8017269372940063
1,False,1,16,0.0,0.2,0.4086064398288727,0.7993845343589783
2,False,1,16,0.0,0.4,0.4088846147060394,0.7997060418128967
3,False,1,16,0.0,0.6,0.4096352159976959,0.8003950119018555
4,False,1,16,0.0001,0.0,0.41829001903533936,0.8010839223861694
5,False,1,16,0.0001,0.2,0.41936710476875305,0.8019106388092041
6,False,1,16,0.0001,0.4,0.42448270320892334,0.8018646836280823
7,False,1,16,0.0001,0.6,0.4378198981285095,0.8017728328704834
8,False,1,16,0.001,0.0,0.4363071620464325,0.8023239970207214
9,False,1,16,0.001,0.2,0.44300535321235657,0.8019106388092041
10,False,1,16,0.001,0.4,0.4632872939109802,0.7997978925704956
11,False,1,16,0.001,0.6,0.4731379747390747,0.8010839223861694
12,False,1,16,0.01,0.0,0.472570389509201,0.8016809821128845
13,False,1,16,0.01,0.2,0.4945640265941621,0.8013594746589661
14,False,1,16,0.01,0.4,0.5505890846252441,0.8026455044746399
15,False,1,16,0.01,0.6,0.5864766836166382,0.8001194000244141
16,False,1,32,0.0,0.0,0.4089121520519257,0.8027832508087158
17,False,1,32,0.0,0.2,0.4085820019245148,0.80204838514328
18,False,1,32,0.0,0.4,0.4081758856773377,0.8009461164474487
19,False,1,32,0.0,0.6,0.4086994528770447,0.7992926836013794
20,False,1,32,0.0001,0.0,0.4191747605800629,0.8017728328704834
21,False,1,32,0.0001,0.2,0.4183464050292969,0.8027832508087158
22,False,1,32,0.0001,0.4,0.4213852286338806,0.800073504447937
23,False,1,32,0.0001,0.6,0.42639288306236267,0.8021861910820007
24,False,1,32,0.001,0.0,0.4345331788063049,0.8006705641746521
25,False,1,32,0.001,0.2,0.4383978545665741,0.8031507134437561
26,False,1,32,0.001,0.4,0.4437705874443054,0.8017728328704834
27,False,1,32,0.001,0.6,0.4588598310947418,0.8019106388092041
