,Bidirectional,Nr_layers,Layer_size,Regularization,Dropout,Loss,Accuracy
0,False,1,16,0.0,0.0,0.19781380891799927,0.8575866818428041
1,False,1,16,0.0,0.2,0.1975979655981064,0.8590019941329956
2,False,1,16,0.0,0.4,0.19793014228343964,0.8578283190727234
3,False,1,16,0.0,0.6,0.1993506103754044,0.8586740493774414
4,False,1,16,0.0001,0.0,0.20573186874389648,0.858397901058197
5,False,1,16,0.0001,0.2,0.21052418649196625,0.8592436909675598
6,False,1,16,0.0001,0.4,0.226001724600792,0.8578110933303833
7,False,1,16,0.0001,0.6,0.2503664791584015,0.8595370650291443
8,False,1,16,0.001,0.0,0.22491328418254847,0.8573795557022095
9,False,1,16,0.001,0.2,0.2295279949903488,0.8601239323616028
10,False,1,16,0.001,0.4,0.2460532635450363,0.8587603569030762
11,False,1,16,0.001,0.6,0.27697476744651794,0.8564302325248718
12,False,1,16,0.01,0.0,0.2607804238796234,0.8556362986564636
13,False,1,16,0.01,0.2,0.3080266714096069,0.8570861220359802
14,False,1,16,0.01,0.4,0.3354753255844116,0.8585878014564514
15,False,1,16,0.01,0.6,0.3990350961685181,0.8590365648269653
16,False,1,32,0.0,0.0,0.1977540701627732,0.8571552038192749
17,False,1,32,0.0,0.2,0.1976601481437683,0.8578974008560181
18,False,1,32,0.0,0.4,0.19750213623046875,0.8578801155090332
19,False,1,32,0.0,0.6,0.19767604768276206,0.8579836487770081
20,False,1,32,0.0001,0.0,0.20479613542556765,0.8569480776786804
21,False,1,32,0.0001,0.2,0.2100850492715836,0.8588811755180359
22,False,1,32,0.0001,0.4,0.21640925109386444,0.8565165400505066
23,False,1,32,0.0001,0.6,0.22367241978645325,0.858346164226532
24,False,1,32,0.001,0.0,0.21655824780464167,0.8587776422500609
25,False,1,32,0.001,0.2,0.2278152257204056,0.8574486374855042
26,False,1,32,0.001,0.4,0.23588551580905914,0.8595198392868042
27,False,1,32,0.001,0.6,0.26549476385116577,0.8581044673919678
28,False,1,32,0.01,0.0,0.2505035698413849,0.8581390380859375
29,False,1,32,0.01,0.2,0.2958031296730041,0.8587431311607361
30,False,1,32,0.01,0.4,0.30913060903549194,0.8580872416496277
31,False,1,32,0.01,0.6,0.339768260717392,0.8582080602645874
32,False,1,64,0.0,0.0,0.19783401489257807,0.857517659664154
33,False,1,64,0.0,0.2,0.19765962660312653,0.8576902747154236
34,False,1,64,0.0,0.4,0.1976462900638581,0.8576384782791138
35,False,1,64,0.0,0.6,0.1975478082895279,0.8566546440124512
36,False,1,64,0.0001,0.0,0.2050471901893616,0.8563094139099121
37,False,1,64,0.0001,0.2,0.20965954661369324,0.8577765226364136
38,False,1,64,0.0001,0.4,0.2127977907657624,0.8580527305603027
39,False,1,64,0.0001,0.6,0.2170727550983429,0.8598132729530334
40,False,1,64,0.001,0.0,0.2181815803050995,0.858397901058197
41,False,1,64,0.001,0.2,0.22478941082954407,0.8556535840034485
42,False,1,64,0.001,0.4,0.2322272062301636,0.8604000806808472
43,False,1,64,0.001,0.6,0.2494092434644699,0.8589157462120056
44,False,1,64,0.01,0.0,0.2514873743057251,0.8572932481765747
45,False,1,64,0.01,0.2,0.2872864007949829,0.859657883644104
46,False,1,64,0.01,0.4,0.3121103942394257,0.8599858283996582
47,False,1,64,0.01,0.6,0.3470521569252014,0.8593299388885498
48,False,2,16,0.0,0.0,0.1977894753217697,0.8586740493774414
49,False,2,16,0.0,0.2,0.19764472544193268,0.8577592968940735
50,False,2,16,0.0,0.4,0.1997377723455429,0.8586223125457764
51,False,2,16,0.0,0.6,0.2402421236038208,0.8537722229957581
52,False,2,16,0.0001,0.0,0.21198809146881106,0.8557916283607483
53,False,2,16,0.0001,0.2,0.2396096736192703,0.8587258458137512
54,False,2,16,0.0001,0.4,0.2745195031166077,0.8563612103462219
55,False,2,16,0.0001,0.6,0.3342974781990051,0.8535650968551636
56,False,2,16,0.001,0.0,0.234833762049675,0.8590883016586304
57,False,2,16,0.001,0.2,0.26323118805885315,0.8584151864051819
58,False,2,16,0.001,0.4,0.3151213228702545,0.8566201329231262
59,False,2,16,0.001,0.6,0.4841261804103851,0.8414139747619629
60,False,2,16,0.01,0.0,3.1354939937591566,0.04347826167941093
61,False,2,16,0.01,0.2,3.1354925632476807,0.04347826167941093
62,False,2,16,0.01,0.4,3.1354808807373047,0.04347826167941093
63,False,2,16,0.01,0.6,3.1354565620422363,0.04347826167941093
64,False,2,32,0.0,0.0,0.1978885233402252,0.856706440448761
65,False,2,32,0.0,0.2,0.19742849469184875,0.857931911945343
