,Bidirectional,Nr_layers,Layer_size,Regularization,Dropout,Loss,Accuracy
0,False,1,16,0.0,0.0,0.26975637674331665,0.8036125302314758
1,False,1,16,0.0,0.2,0.2697961926460266,0.8050888180732727
2,False,1,16,0.0,0.4,0.3082217276096344,0.776236355304718
3,False,1,16,0.0,0.6,0.2698614299297333,0.8042638301849365
4,False,1,16,0.0001,0.0,0.2719385027885437,0.8045677542686462
5,False,1,16,0.0001,0.2,0.2748333811759949,0.8045677542686462
6,False,1,16,0.0001,0.4,0.3034857511520386,0.8068690299987793
7,False,1,16,0.0001,0.6,0.3117843568325043,0.8049802184104919
8,False,1,16,0.001,0.0,0.2806982398033142,0.8045677542686462
9,False,1,16,0.001,0.2,0.2929639220237732,0.8068690299987793
10,False,1,16,0.001,0.4,0.3132496774196625,0.8045677542686462
11,False,1,16,0.001,0.6,0.3559136390686035,0.8045677542686462
12,False,1,16,0.01,0.0,0.3090445399284363,0.8034605383872986
13,False,1,16,0.01,0.2,0.3831670582294464,0.8068690299987793
14,False,1,16,0.01,0.4,0.4758380055427551,0.776127815246582
15,False,1,16,0.01,0.6,0.5077840685844421,0.7772784233093262
16,False,1,32,0.0,0.0,0.269879549741745,0.803981602191925
17,False,1,32,0.0,0.2,0.2696446776390076,0.8040901422500609
18,False,1,32,0.0,0.4,0.26960688829422,0.8049585223197937
19,False,1,32,0.0,0.6,0.2695840895175934,0.8047197461128235
20,False,1,32,0.0001,0.0,0.27226483821868896,0.8034605383872986
21,False,1,32,0.0001,0.2,0.2735605835914612,0.8049802184104919
22,False,1,32,0.0001,0.4,0.2754563689231873,0.8068690299987793
23,False,1,32,0.0001,0.6,0.28605812788009644,0.8068690299987793
24,False,1,32,0.001,0.0,0.3025806248188019,0.8024184703826904
25,False,1,32,0.001,0.2,0.2904181182384491,0.8049802184104919
26,False,1,32,0.001,0.4,0.2935349643230438,0.8045677542686462
27,False,1,32,0.001,0.6,0.3116080462932587,0.8045677542686462
28,False,1,32,0.01,0.0,0.3166837692260742,0.8045677542686462
29,False,1,32,0.01,0.2,0.396459698677063,0.8045677542686462
30,False,1,32,0.01,0.4,0.40082329511642456,0.8068690299987793
31,False,1,32,0.01,0.6,0.44909319281578064,0.8068690299987793
32,False,1,64,0.0,0.0,0.2697111964225769,0.8064131140708923
33,False,1,64,0.0,0.2,0.26988542079925537,0.8037210702896118
34,False,1,64,0.0,0.4,0.2696433961391449,0.8050453662872314
35,False,1,64,0.0,0.6,0.2695728540420532,0.8071295022964478
36,False,1,64,0.0001,0.0,0.2719767987728119,0.8038730621337891
37,False,1,64,0.0001,0.2,0.2729167640209198,0.8068690299987793
38,False,1,64,0.0001,0.4,0.2741026282310486,0.8045677542686462
39,False,1,64,0.0001,0.6,0.2764967978000641,0.8045677542686462
40,False,1,64,0.001,0.0,0.2797133028507233,0.8034605383872986
41,False,1,64,0.001,0.2,0.2867429256439209,0.8045677542686462
42,False,1,64,0.001,0.4,0.2909940779209137,0.8045677542686462
43,False,1,64,0.001,0.6,0.2965359091758728,0.8068690299987793
44,False,1,64,0.01,0.0,0.3187169432640076,0.8034605383872986
45,False,1,64,0.01,0.2,0.3651187419891357,0.8034605383872986
46,False,1,64,0.01,0.4,0.4265075922012329,0.8045677542686462
47,False,1,64,0.01,0.6,0.4163801074028015,0.8045677542686462
48,False,2,16,0.0,0.0,0.2696923613548279,0.8043723702430725
49,False,2,16,0.0,0.2,0.26958543062210083,0.8049802184104919
50,False,2,16,0.0,0.4,0.2695783674716949,0.8073248863220215
51,False,2,16,0.0,0.6,0.3084780871868133,0.7772784233093262
52,False,2,16,0.0001,0.0,0.2720453143119812,0.8049802184104919
53,False,2,16,0.0001,0.2,0.2860546112060547,0.8049802184104919
54,False,2,16,0.0001,0.4,0.3056543469429016,0.8068690299987793
55,False,2,16,0.0001,0.6,0.3211047947406769,0.8045677542686462
