,Bidirectional,Nr_layers,Layer_size,Regularization,Dropout,Loss,Accuracy
0,False,1,16,0.0,0.0,0.4684987962245941,0.7457859516143799
1,False,1,16,0.0,0.2,0.4665463268756866,0.7421272993087769
2,False,1,16,0.0,0.4,0.4667302370071411,0.7455899715423584
3,False,1,16,0.0,0.6,0.4674944579601288,0.7435646057128906
4,False,1,16,0.0001,0.0,0.4740806221961975,0.7416046261787415
5,False,1,16,0.0001,0.2,0.4798004627227783,0.7402979135513306
6,False,1,16,0.0001,0.4,0.484044760465622,0.7393178939819336
7,False,1,16,0.0001,0.6,0.5014879703521729,0.7412126064300537
8,False,1,16,0.001,0.0,0.4875426292419434,0.7397099137306213
9,False,1,16,0.001,0.2,0.4959220588207245,0.7411472797393799
10,False,1,16,0.001,0.4,0.507626473903656,0.7395139336585999
11,False,1,16,0.001,0.6,0.5235354304313661,0.7384032607078552
12,False,1,16,0.01,0.0,0.5355812311172485,0.7427152991294861
13,False,1,16,0.01,0.2,0.6337574124336243,0.7436952590942383
14,False,1,16,0.01,0.4,0.6832131743431091,0.7382725477218628
15,False,1,16,0.01,0.6,0.8575668931007385,0.6805827617645264
16,False,1,32,0.0,0.0,0.4670704901218414,0.7402979135513306
17,False,1,32,0.0,0.2,0.4665456414222717,0.7404939532279968
18,False,1,32,0.0,0.4,0.4667008519172669,0.7427152991294861
19,False,1,32,0.0,0.6,0.4672184586524963,0.7401672601699829
20,False,1,32,0.0001,0.0,0.473958820104599,0.7402325868606567
21,False,1,32,0.0001,0.2,0.4761591851711273,0.7402325868606567
22,False,1,32,0.0001,0.4,0.4780692756175995,0.7423886060714722
23,False,1,32,0.0001,0.6,0.483749121427536,0.7407552599906921
24,False,1,32,0.001,0.0,0.4845349490642548,0.7393178939819336
25,False,1,32,0.001,0.2,0.4899260401725769,0.7398405671119691
26,False,1,32,0.001,0.4,0.49779266119003296,0.7387298941612244
27,False,1,32,0.001,0.6,0.5065938830375671,0.7395139336585999
28,False,1,32,0.01,0.0,0.5225209593772888,0.7397099137306213
29,False,1,32,0.01,0.2,0.5581791400909424,0.7410819530487059
30,False,1,32,0.01,0.4,0.6544274687767029,0.7399712800979614
31,False,1,32,0.01,0.6,0.6657658815383911,0.7376192212104797
32,False,1,64,0.0,0.0,0.4667847752571106,0.7412779331207275
33,False,1,64,0.0,0.2,0.4664323627948761,0.7452632784843445
34,False,1,64,0.0,0.4,0.4668214023113251,0.7418006062507629
35,False,1,64,0.0,0.6,0.4665745198726654,0.7416046261787415
36,False,1,64,0.0001,0.0,0.4755806624889374,0.7430419325828552
37,False,1,64,0.0001,0.2,0.4765404462814331,0.7404285669326782
38,False,1,64,0.0001,0.4,0.4780938029289246,0.7401672601699829
39,False,1,64,0.0001,0.6,0.479782372713089,0.7401672601699829
40,False,1,64,0.001,0.0,0.4836304485797882,0.7398405671119691
41,False,1,64,0.001,0.2,0.4889863133430481,0.7398405671119691
42,False,1,64,0.001,0.4,0.4919634461402893,0.7398405671119691
43,False,1,64,0.001,0.6,0.5021743178367615,0.7405592799186707
44,False,1,64,0.01,0.0,0.5318450927734375,0.7401019334793091
45,False,1,64,0.01,0.2,0.5636947751045227,0.7408859133720398
46,False,1,64,0.01,0.4,0.5742046236991882,0.7401019334793091
47,False,1,64,0.01,0.6,0.704093337059021,0.7110936641693115
48,False,2,16,0.0,0.0,0.4667994976043701,0.7431725859642029
49,False,2,16,0.0,0.2,0.4665463268756866,0.7428459525108337
50,False,2,16,0.0,0.4,0.4674942791461945,0.7420619130134583
51,False,2,16,0.0,0.6,0.471381276845932,0.7428459525108337
52,False,2,16,0.0001,0.0,0.4759507179260254,0.7439566254615784
53,False,2,16,0.0001,0.2,0.4946892261505127,0.7404939532279968
54,False,2,16,0.0001,0.4,0.5056957006454468,0.7415392398834229
55,False,2,16,0.0001,0.6,0.5279638767242432,0.7418659329414368
56,False,2,16,0.001,0.0,0.4928584396839142,0.7401672601699829
57,False,2,16,0.001,0.2,0.5204824805259705,0.7445446252822876
58,False,2,16,0.001,0.4,0.5618158578872681,0.7413432598114014
59,False,2,16,0.001,0.6,0.6504244208335876,0.7297138571739197
60,False,2,16,0.01,0.0,2.4558897018432617,0.15673592686653134
61,False,2,16,0.01,0.2,2.4558932781219482,0.15673592686653134
62,False,2,16,0.01,0.4,2.45589017868042,0.15673592686653134
63,False,2,16,0.01,0.6,2.45589280128479,0.15673592686653134
64,False,2,32,0.0,0.0,0.4667879641056061,0.7461126446723938
65,False,2,32,0.0,0.2,0.4670640826225281,0.7379459142684937
